# Title : in situ observations catalog
# Description : catalog of available in situ observations per platform.
# Project : Copernicus
# Format version : 1.0
# Date of update : 20170911094018
# product_id,file_name,geospatial_lat_min,geospatial_lat_max,geospatial_lon_min,geospatial_lon_max,time_coverage_start,time_coverage_end,provider,date_update,data_mode,parameters
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_73MA_1968.nc,44.17,44.17,29.13,29.13,1968-01-18T11:02:00Z,1968-10-15T12:02:00Z,RMRI,2017-08-30T10:36:28Z,D,PRES TEMP PSAL SLCA PHOS
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_73MA_1969.nc,44.17,44.17,29.13,29.13,1969-05-12T12:00:00Z,1969-11-12T11:02:00Z,RMRI,2017-08-30T10:36:29Z,D,PRES TEMP PSAL SLCA PHOS
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_73NM_1960.nc,45.1,45.15,29.68,29.98,1960-04-12T09:00:00Z,1960-04-15T10:03:00Z,RIHMI-WDCB,2017-08-30T10:36:33Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_73NS_1960.nc,44.8,44.87,29.62,29.78,1960-10-21T04:00:00Z,1960-10-26T09:01:00Z,RIHMI-WDCB,2017-08-30T10:36:37Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_1986.nc,41.18,41.88,28.13,31.88,1986-01-25T13:04:00Z,1986-09-30T21:00:00Z,IMS METU,2017-08-29T21:13:07Z,D,PRES TEMP PSAL DOXY PHOS NTRI NTRZ PHPH FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_1987.nc,41.23,42.84,28.17,35.33,1987-04-01T00:00:00Z,1987-08-28T17:00:00Z,IMS METU,2017-08-29T21:16:29Z,D,PRES TEMP PSAL DOXY SLCA PHOS NTRI NTRZ FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_1988.nc,41,42.58,28.5,40.5,1988-06-07T06:05:00Z,1988-09-12T11:03:00Z,IMS METU,2017-08-29T21:25:33Z,D,PRES TEMP PSAL DOXY SLCA PHOS NTRI NTRZ FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_1989.nc,41,43.27,28.41,41,1989-01-10T12:03:00Z,1989-12-04T10:00:00Z,IMS METU,2017-08-29T21:32:56Z,D,PRES TEMP PSAL DOXY SLCA PHOS NTRZ FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_1990.nc,41,43.17,28.36,41.25,1990-02-08T13:01:00Z,1990-10-04T10:04:00Z,IMS METU,2017-08-29T22:02:42Z,D,PRES TEMP PSAL DOXY SLCA PHOS NTRZ FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_1991.nc,41,43.5,29.25,41,1991-06-01T11:05:00Z,1991-09-23T03:00:00Z,IMS METU,2017-08-29T22:13:25Z,D,PRES TEMP PSAL SLCA PHOS NTRI NTRZ FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_1992.nc,40.98,43.5,28.25,41.18,1992-01-06T11:03:00Z,1992-07-26T10:00:00Z,IMS METU,2017-08-29T22:24:06Z,D,PRES TEMP PSAL SLCA PHOS NTRI NTRZ FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_1993.nc,41,45.5,28.2,40.75,1993-04-02T15:00:00Z,1993-12-20T12:04:00Z,IMS METU,2017-08-29T22:44:56Z,D,PRES TEMP PSAL SLCA PHOS NTRI NTRZ ALKY FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_1994.nc,41.2,44.83,28.23,35.25,1994-04-24T11:00:00Z,1994-05-15T02:00:00Z,IMS METU,2017-08-29T22:53:16Z,D,PRES TEMP PSAL SLCA PHOS NTRI NTRZ PHPH FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_1995.nc,41.08,44.88,28.13,41.25,1995-03-18T00:03:00Z,1995-10-11T04:00:00Z,IMS METU,2017-08-29T23:18:56Z,D,PRES TEMP PSAL SLCA PHOS NTRI NTRZ PHPH FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_1996.nc,41.08,43.17,28.32,41.17,1996-04-08T13:04:00Z,1996-11-06T22:01:00Z,IMS METU,2017-08-29T23:27:11Z,D,PRES TEMP PSAL SLCA PHOS NTRA NTRI NTRZ FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_1997.nc,41,42.5,28.83,40.75,1997-07-01T13:01:00Z,1997-07-19T22:00:00Z,IMS METU,2017-08-29T23:28:47Z,D,PRES TEMP PSAL SLCA PHOS NTRI NTRZ PHPH FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_1998.nc,41.23,42.5,29.13,37.75,1998-04-20T09:03:00Z,1998-09-15T20:04:00Z,IMS METU,2017-08-29T23:29:50Z,D,PRES PSAL SLCA PHOS NTRA NTRI NTRZ AMON PHPH FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_1999.nc,41.27,42.75,28.25,36.75,1999-09-09T19:01:00Z,1999-10-13T21:03:00Z,IMS METU,2017-08-29T23:32:49Z,D,PRES PSAL SLCA PHOS NTRA NTRI NTRZ AMON PHPH FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_2000.nc,41,43,29.05,41,2000-07-02T14:00:00Z,2000-10-17T22:00:00Z,IMS METU,2017-08-29T23:36:59Z,D,PRES PSAL SLCA PHOS NTRI NTRZ FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89BL_2001.nc,41.17,42.5,28.25,32.75,2001-05-22T15:02:00Z,2001-06-18T10:03:00Z,IMS METU,2017-08-29T23:38:57Z,D,PRES TEMP PSAL SLCA PHOS NTRZ PHPH FLU2
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CA_1963.nc,41.17,44.63,30.25,40.83,1963-04-11T10:00:00Z,1963-10-25T20:00:00Z,TN DNHO,2017-08-30T10:36:44Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CA_1964.nc,41.48,43,30.83,40,1964-07-24T07:00:00Z,1964-08-02T23:00:00Z,TN DNHO,2017-08-30T10:36:44Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CA_1965.nc,42.25,44.5,30.92,39,1965-04-05T16:00:00Z,1965-04-10T01:00:00Z,TN DNHO,2017-08-30T10:36:45Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CA_1968.nc,41.5,44.52,30.08,40,1968-05-22T00:00:00Z,1968-08-16T11:02:00Z,TN DNHO,2017-08-30T10:36:45Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CA_1973.nc,41.65,41.75,30.25,30.35,1973-06-04T00:00:00Z,1973-06-05T00:00:00Z,TN DNHO,2017-08-30T10:36:46Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CA_1978.nc,41.25,43.72,30.32,41,1978-09-17T07:04:00Z,1978-10-11T15:01:00Z,TN DNHO,2017-08-30T10:36:47Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CA_1979.nc,41.33,43.72,30.32,33,1979-08-20T07:04:00Z,1979-08-22T17:00:00Z,TN DNHO,2017-08-30T10:36:47Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CA_1982.nc,41.25,41.55,28.93,29.73,1982-11-17T11:00:00Z,1982-12-09T22:02:00Z,TN DNHO,2017-08-30T10:36:48Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CA_1983.nc,41.28,41.62,28.93,29.73,1983-03-20T00:00:00Z,1983-04-13T17:00:00Z,TN DNHO,2017-08-30T10:36:49Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CA_1984.nc,41.3,41.95,29.39,32.42,1984-04-21T16:01:00Z,1984-07-09T13:05:00Z,TN DNHO,2017-08-30T10:36:50Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CR_1963.nc,41.17,43.75,30.25,40.83,1963-07-15T19:00:00Z,1963-07-31T23:00:00Z,TN DNHO,2017-08-30T10:36:54Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CR_1964.nc,41.17,43,30.25,40.83,1964-04-05T02:00:00Z,1964-04-14T11:00:00Z,TN DNHO,2017-08-30T10:36:55Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CR_1965.nc,41.17,43.75,30.25,40.83,1965-01-16T01:00:00Z,1965-01-26T01:00:00Z,TN DNHO,2017-08-30T10:36:56Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CR_1966.nc,41.48,44.53,30.83,38.97,1966-03-08T05:00:00Z,1966-03-20T13:00:00Z,TN DNHO,2017-08-30T10:36:56Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CR_1968.nc,41.4,44.5,30.08,40.08,1968-04-12T05:04:00Z,1968-12-14T00:00:00Z,TN DNHO,2017-08-30T10:36:57Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CR_1971.nc,41.11,41.68,30.22,32.2,1971-01-20T22:01:00Z,1971-01-29T06:01:00Z,TN DNHO,2017-08-30T10:36:58Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CR_1972.nc,41.49,44.5,30.5,37.8,1972-11-23T20:05:00Z,1972-12-01T13:03:00Z,TN DNHO,2017-08-30T10:36:58Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CR_1980.nc,41.25,43.8,30.82,41,1980-08-21T10:00:00Z,1980-09-02T12:00:00Z,TN DNHO,2017-08-30T10:36:59Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CR_1983.nc,41.27,41.62,28.92,29.73,1983-01-18T20:03:00Z,1983-05-20T09:03:00Z,TN DNHO,2017-08-30T10:37:00Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CU_1987.nc,41.11,41.83,30.12,32.42,1987-08-27T19:05:00Z,1987-08-31T12:02:00Z,TN DNHO,2017-08-30T10:37:05Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CU_1992.nc,41.29,41.98,28.25,31,1992-11-11T22:03:00Z,1992-11-23T00:02:00Z,TN DNHO,2017-08-30T10:37:05Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CU_1993.nc,41.27,42.13,28.5,31.25,1993-01-08T12:04:00Z,1993-02-22T23:05:00Z,TN DNHO,2017-08-30T10:37:14Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CU_1995.nc,41.42,41.87,28.5,29.5,1995-02-12T22:05:00Z,1995-03-19T11:05:00Z,TN DNHO,2017-08-30T10:37:16Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89CU_1996.nc,41.16,41.52,28.92,29.27,1996-07-03T12:00:00Z,1996-07-05T04:02:00Z,TN DNHO,2017-08-30T10:37:24Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89M1_1996.nc,41.25,41.35,29,29.3,1996-11-01T08:05:00Z,1996-11-02T12:01:00Z,TN DNHO,2017-08-30T10:50:34Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89M1_1997.nc,41.23,41.35,29,29.3,1997-01-24T09:01:00Z,1997-10-27T10:01:00Z,TN DNHO,2017-08-30T10:50:37Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_89M2_1996.nc,41.24,41.35,29,29.3,1996-04-11T07:03:00Z,1996-12-15T10:01:00Z,TN DNHO,2017-08-30T10:50:45Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9018_1986.nc,41.48,45.85,29.15,41.65,1986-07-25T21:03:00Z,1986-12-11T10:01:00Z,VNIRO,2017-08-30T10:37:33Z,D,PRES TEMP PSAL SLCA PHOS
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9018_1987.nc,41.65,45.93,30.25,41.7,1987-02-02T22:05:00Z,1987-04-17T03:05:00Z,VNIRO,2017-08-30T10:37:38Z,D,PRES TEMP PSAL SLCA PHOS
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9018_1989.nc,41.63,45.85,30.25,41.73,1989-02-11T18:02:00Z,1989-12-04T00:01:00Z,VNIRO,2017-08-30T10:37:43Z,D,PRES TEMP PSAL SLCA PHOS
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9018_1990.nc,42.07,45.98,27.82,36,1990-06-18T22:01:00Z,1990-08-20T17:05:00Z,VNIRO,2017-08-30T10:37:49Z,D,PRES TEMP PSAL SLCA PHOS
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9018_1991.nc,42.08,45.85,27.85,35.35,1991-08-10T09:05:00Z,1991-08-28T09:02:00Z,VNIRO,2017-08-30T10:37:51Z,D,PRES TEMP PSAL SLCA PHOS
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9025_1984.nc,41.48,45.78,30.22,41.58,1984-08-24T13:02:00Z,1984-09-10T21:01:00Z,VNIRO,2017-08-30T10:37:56Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9025_1985.nc,42.17,45.58,27.83,39.72,1985-05-31T15:03:00Z,1985-10-04T14:00:00Z,VNIRO,2017-08-30T10:38:01Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9025_1987.nc,41.65,45,36.53,41.6,1987-05-20T09:00:00Z,1987-08-02T20:00:00Z,VNIRO,2017-08-30T10:38:04Z,D,PRES TEMP PSAL SLCA PHOS PHPH
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9026_1981.nc,41.47,44.5,29,41.57,1981-04-09T19:04:00Z,1981-05-16T15:02:00Z,VNIRO,2017-08-30T10:38:10Z,D,PRES TEMP PSAL SLCA PHOS
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9026_1983.nc,41.47,45.83,29.58,41.58,1983-11-20T18:03:00Z,1983-12-27T14:03:00Z,VNIRO,2017-08-30T10:38:16Z,D,PRES TEMP PSAL SLCA PHOS
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9026_1984.nc,41.5,45.5,28.32,37.07,1984-01-14T20:00:00Z,1984-05-05T23:00:00Z,VNIRO,2017-08-30T10:38:18Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9026_1985.nc,41.5,45.83,29.58,41.67,1985-02-14T17:03:00Z,1985-06-07T16:05:00Z,VNIRO,2017-08-30T10:38:23Z,D,PRES TEMP PSAL SLCA PHOS
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9027_1988.nc,43.6,45.87,30,37.5,1988-04-02T16:00:00Z,1988-10-10T04:03:00Z,VNIRO,2017-08-30T10:38:31Z,D,PRES TEMP PSAL SLCA PHOS
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9028_1986.nc,41.33,45.83,29.33,41.55,1986-02-21T04:04:00Z,1986-03-17T01:03:00Z,VNIRO,2017-08-30T10:38:37Z,D,PRES TEMP PSAL SLCA PHOS
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_902B_1989.nc,42.05,46.5,27.97,40.98,1989-07-25T23:00:00Z,1989-12-23T14:05:00Z,MSIA,2017-08-29T15:11:42Z,D,PRES TEMP PSAL SLCA PHOS NTRA NTRI AMON PHPH
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_902B_1990.nc,41.5,46.52,29.2,39,1990-04-07T07:00:00Z,1990-12-23T03:04:00Z,MSIA,2017-08-29T15:11:54Z,D,PRES TEMP PSAL PHOS PHPH
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_902B_1991.nc,45.37,46.43,29.97,31.72,1991-08-20T07:04:00Z,1991-08-23T11:03:00Z,RIHMI-WDCB,2017-08-29T15:11:54Z,D,PRES TEMP PSAL PHOS PHPH
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_902B_1992.nc,44.32,46,29.8,36.67,1992-02-27T04:05:00Z,1992-12-07T18:05:00Z,RIHMI-WDCB,2017-08-29T15:11:58Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_902B_1993.nc,45.17,45.83,29.83,32.5,1993-01-08T01:02:00Z,1993-01-13T04:02:00Z,RIHMI-WDCB,2017-08-29T15:12:01Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_902B_1994.nc,43.66,45.5,31,36.74,1994-08-21T02:04:00Z,1994-08-25T00:05:00Z,RIHMI-WDCB,2017-08-29T15:12:04Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_902B_1995.nc,43.67,45.12,36.5,36.73,1995-05-05T03:05:00Z,1995-05-09T07:03:00Z,RIHMI-WDCB,2017-08-29T15:12:06Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_902J_1928.nc,44.63,44.63,33.42,33.42,1928-12-19T11:00:00Z,1928-12-19T11:00:00Z,NOAA-WDCA,2017-08-30T10:38:39Z,D,PRES TEMP PSAL PHPH
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_902J_1957.nc,41.57,45.32,28.57,33.23,1957-02-26T14:00:00Z,1957-03-01T06:00:00Z,RIHMI-WDCB,2017-08-30T10:38:41Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_902K_1929.nc,46.58,46.58,31.07,31.48,1929-09-16T14:02:00Z,1929-09-16T18:04:00Z,NOAA-WDCA,2017-08-30T10:38:44Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_902S_1981.nc,43.35,44.93,34.63,37.17,1981-05-12T17:04:00Z,1981-05-15T09:04:00Z,VNIRO,2017-08-30T10:38:49Z,D,PRES TEMP PSAL SLCA
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9057_1990.nc,42.17,44.85,34.63,40.95,1990-07-25T17:03:00Z,1990-08-14T07:02:00Z,VNIRO,2017-08-30T10:38:54Z,D,PRES TEMP PSAL SLCA
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9065_1986.nc,44.67,46,29.67,31.53,1986-05-13T16:00:00Z,1986-11-05T15:01:00Z,MSIA,2017-08-30T10:39:02Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9065_1988.nc,44.33,45.67,29.77,31.5,1988-03-24T07:01:00Z,1988-11-16T08:03:00Z,MSIA,2017-08-30T10:39:05Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9065_1989.nc,44.33,45.67,29.77,31.5,1989-01-12T11:03:00Z,1989-11-16T04:04:00Z,MSIA,2017-08-30T10:39:08Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9065_1990.nc,44.33,45.67,29.77,31.5,1990-02-21T04:05:00Z,1990-06-23T21:01:00Z,MSIA,2017-08-30T10:39:10Z,D,PRES TEMP PSAL
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9067_1955.nc,41.65,45.95,29.45,41.67,1955-03-04T23:00:00Z,1955-06-16T15:00:00Z,VNIRO,2017-08-30T10:39:15Z,D,PRES TEMP PSAL SLCA PHOS
MYO-BLACKSEA-01,ftp://vftpmo.io-bas.bg/Core/INSITU_BS_NRT_OBSERVATIONS_013_034/history/vessel/BS_PR_CT_9067_1956.nc,43.12,45.95,29.17,35.15,1956-05-21T02:03:00Z,1956-07-10T18:02:00Z,VNIRO,2017-08-30T10:39:18Z,D,PRES TEMP PSAL SLCA PHOS NTRI NTRZ AMON
